poi_number,group,route,net_worth
20212,Group 5,BCEDA,201
20213,Group 14,EDABC,370
20214,Group 16,BDACE,526
20215,Group 6,DECBA,176
20216,Group 6,ECADB,428
20217,Group 8,EBCAD,25
20218,Group 4,EADBC,71
20219,Group 4,DEBCA,5
20220,Group 4,ACDBE,324
20221,Group 13,DECAB,257
20222,Group 5,BDCEA,701
20223,Group 14,BACED,508
20224,Group 3,ECDAB,45
20225,Group 9,CEADB,616
20226,Group 20,CBDAE,494
20227,Group 9,ABEDC,963
20228,Group 14,CEADB,438
20229,Group 13,ACEDB,944
20230,Group 18,CABDE,422
20231,Group 17,BDACE,677
20232,Group 9,CDABE,630
20233,Group 15,EACBD,580
20234,Group 1,BDCAE,710
20235,Group 8,ABDCE,61
20236,Group 12,DCBEA,976
20237,Group 8,DBAEC,995
20238,Group 13,BACDE,826
20239,Group 19,BECDA,263
20240,Group 5,BDCAE,114
20241,Group 6,DEABC,680
20242,Group 7,CAEBD,289
20243,Group 4,DACBE,607
20244,Group 20,BDAEC,53
20245,Group 17,BCEAD,590
20246,Group 12,ABEDC,94
20247,Group 20,EADCB,712
20248,Group 8,BECDA,243
20249,Group 7,BAEDC,617
20250,Group 3,BADEC,310
20251,Group 20,CEDBA,420
20252,Group 11,BDACE,377
20253,Group 17,BACED,699
20254,Group 15,CEADB,703
20255,Group 4,CBDAE,456
20256,Group 20,ABCDE,305
20257,Group 9,ADBCE,187
20258,Group 4,EDACB,104
20259,Group 3,BADEC,83
20260,Group 3,CEADB,737
20261,Group 16,DBCAE,674
20262,Group 6,BAEDC,315
20263,Group 1,CDEBA,150
20264,Group 12,ECABD,55
20265,Group 3,EBDAC,983
20266,Group 15,DCAEB,955
20267,Group 6,BECDA,334
20268,Group 2,EDBAC,360
20269,Group 10,BECDA,856
20270,Group 14,BCDAE,696
20271,Group 12,DBCEA,613
20272,Group 18,CBADE,743
20273,Group 11,CAEBD,571
20274,Group 12,DBEAC,593
20275,Group 19,DCABE,114
20276,Group 13,CAEBD,684
20277,Group 10,CBDAE,490
20278,Group 12,DBAEC,574
20279,Group 4,DCBAE,869
20280,Group 11,BADEC,99
20281,Group 3,ECDAB,506
20282,Group 3,DABEC,931
20283,Group 17,EADCB,682
20284,Group 8,CEABD,167
20285,Group 8,ADBCE,631
20286,Group 5,ADBCE,12
20287,Group 4,DEACB,339
20288,Group 16,CEDAB,159
20289,Group 1,DBEAC,377
20290,Group 8,DBAEC,277
20291,Group 14,DBCEA,353
20292,Group 17,DACEB,43
20293,Group 16,CEDBA,490
20294,Group 4,BDECA,248
20295,Group 1,EBDCA,947
20296,Group 16,ECDBA,622
20297,Group 5,CBEDA,679
20298,Group 19,ADCEB,363
20299,Group 16,ABECD,813
20300,Group 14,DEBCA,931
20301,Group 3,ACEBD,5
20302,Group 5,ECBAD,348
20303,Group 9,CEDBA,211
20304,Group 1,ECABD,986
20305,Group 7,DECBA,15
20306,Group 3,DBACE,153
20307,Group 20,BEADC,881
20308,Group 1,AECDB,373
20309,Group 6,EBADC,238
20310,Group 6,CEADB,195
20311,Group 15,BCAED,129
20312,Group 4,BEDCA,953
20313,Group 10,DABEC,857
20314,Group 17,DACBE,9
20315,Group 14,DEBCA,672
20316,Group 1,EACBD,729
20317,Group 16,BAEDC,453
20318,Group 16,EBDCA,327
20319,Group 18,ABDCE,686
20320,Group 12,DCBEA,775
20321,Group 19,BCDAE,42
20322,Group 4,CAEBD,842
20323,Group 16,ABDCE,894
20324,Group 2,DACBE,950
20325,Group 20,ABEDC,95
20326,Group 3,DACEB,479
20327,Group 1,BECDA,126
20328,Group 7,CDABE,262
20329,Group 5,EABCD,492
20330,Group 17,AEDCB,36
20331,Group 16,CEBAD,583
20332,Group 7,DCBEA,779
20333,Group 8,DBCAE,867
20334,Group 20,BADEC,678
20335,Group 1,ECBDA,575
20336,Group 20,ACBED,193
20337,Group 17,CDABE,121
20338,Group 20,CDEBA,2
20339,Group 20,DCEAB,942
20340,Group 4,BADEC,751
20341,Group 11,AEBDC,793
20342,Group 18,ABCED,22
20343,Group 10,CEABD,569
20344,Group 14,AEBCD,147
20345,Group 12,DACEB,536
20346,Group 20,EADCB,173
20347,Group 15,BDECA,421
20348,Group 11,CDEAB,654
20349,Group 5,BCDAE,550
20350,Group 20,CBADE,263
20351,Group 13,ADEBC,735
20352,Group 18,ABEDC,415
20353,Group 11,ACEDB,177
20354,Group 8,DACBE,635
20355,Group 14,EBDAC,216
20356,Group 18,ACBDE,455
20357,Group 17,DCBAE,385
20358,Group 5,DACEB,804
20359,Group 13,ECDBA,874
20360,Group 18,ECBAD,531
20361,Group 4,CDEBA,125
20362,Group 14,DABEC,315
20363,Group 19,DBCEA,6
20364,Group 10,BACED,136
20365,Group 18,CDEAB,829
20366,Group 17,DCBEA,47
20367,Group 13,BCDEA,729
20368,Group 8,DECBA,821
20369,Group 3,DEABC,739
20370,Group 17,EADBC,274
20371,Group 10,ECABD,35
20372,Group 11,ABDCE,501
20373,Group 6,ABEDC,387
20374,Group 5,CADBE,730
20375,Group 6,CAEDB,275
20376,Group 16,ABCDE,635
20377,Group 9,EBCAD,270
20378,Group 20,CADBE,323
20379,Group 11,EDABC,231
20380,Group 6,EBACD,309
20381,Group 13,CBAED,988
20382,Group 3,BEADC,792
20383,Group 3,EDABC,732
20384,Group 20,DEACB,804
20385,Group 9,CAEBD,747
20386,Group 14,BEACD,550
20387,Group 18,CDBEA,488
20388,Group 3,EADBC,435
20389,Group 13,EBDAC,789
20390,Group 6,ACEBD,487
20391,Group 1,DCAEB,523
20392,Group 7,DEBAC,94
20393,Group 2,DBCEA,731
20394,Group 16,AEDBC,186
20395,Group 3,EACBD,271
20396,Group 17,EBCDA,524
20397,Group 4,DEBCA,620
20398,Group 6,ECDBA,981
20399,Group 11,DBCEA,262
20400,Group 9,ABECD,545
20401,Group 15,ADCEB,497
20402,Group 14,DAECB,173
20403,Group 3,CDBEA,849
20404,Group 19,CDBAE,989
20405,Group 12,EDBAC,443
20406,Group 20,ABDEC,80
20407,Group 15,BACED,270
20408,Group 15,CABDE,163
20409,Group 2,ECBAD,848
20410,Group 19,DCBEA,783
20411,Group 13,DABCE,459
20412,Group 17,CEBDA,151
20413,Group 17,CABDE,752
20414,Group 16,EABCD,918
20415,Group 4,DEBCA,521
20416,Group 5,AECBD,330
20417,Group 14,EDBAC,701
20418,Group 17,BECAD,659
20419,Group 1,DEBCA,675
20420,Group 3,BECAD,30
20421,Group 5,DCAEB,315
20422,Group 8,CBEDA,367
20423,Group 1,DCABE,137
20424,Group 11,BADEC,374
20425,Group 8,ADBEC,15
20426,Group 4,EBCAD,781
20427,Group 12,CEDAB,265
20428,Group 19,CBDAE,528
20429,Group 3,EDCBA,408
20430,Group 3,ECDBA,390
20431,Group 20,BADEC,557
20432,Group 12,DAECB,776
20433,Group 16,DEACB,317
20434,Group 7,CBDEA,128
20435,Group 14,DBECA,132
20436,Group 3,BCADE,627
20437,Group 18,CABED,60
20438,Group 19,ECBAD,683
20439,Group 15,ABCED,497
20440,Group 19,DBCEA,950
20441,Group 5,DCABE,410
20442,Group 9,CBADE,273
20443,Group 8,CABDE,419
20444,Group 10,BCDAE,983
20445,Group 9,EDABC,100
20446,Group 8,AEBCD,529
20447,Group 2,DEABC,208
20448,Group 12,AEBDC,69
20449,Group 2,DACBE,345
20450,Group 13,AEBCD,54
20451,Group 15,ADECB,573
20452,Group 3,BDCAE,644
20453,Group 16,BDAEC,14
20454,Group 5,EBCAD,771
20455,Group 5,CEBDA,679
20456,Group 19,EDCBA,244
20457,Group 9,CDABE,329
20458,Group 15,CEADB,762
20459,Group 9,ABDEC,301
20460,Group 7,DBCAE,474
20461,Group 5,EBDCA,434
20462,Group 1,EDCAB,995
20463,Group 1,BCAED,233
20464,Group 8,DACBE,123
20465,Group 7,DCAEB,462
20466,Group 15,ECDBA,881
20467,Group 8,AEBCD,182
20468,Group 10,EBADC,429
20469,Group 7,BACDE,269
20470,Group 9,EABCD,306
20471,Group 5,DAECB,369
20472,Group 7,CDBEA,683
20473,Group 19,BADEC,892
20474,Group 2,ABCDE,496
20475,Group 17,DCABE,297
20476,Group 3,EDACB,379
20477,Group 14,DEBCA,149
20478,Group 15,DBCAE,751
20479,Group 19,DAECB,406
20480,Group 7,EADBC,794
20481,Group 5,BDECA,820
20482,Group 13,CABED,982
20483,Group 4,CBADE,941
20484,Group 6,ECBAD,425
20485,Group 12,ECDBA,322
20486,Group 11,DECAB,873
20487,Group 20,DBAEC,420
20488,Group 16,EABCD,992
20489,Group 19,DCBEA,558
20490,Group 2,ADBCE,177
20491,Group 17,DEBCA,88
20492,Group 12,BAEDC,430
20493,Group 3,ADBEC,34
20494,Group 2,EDACB,538
20495,Group 15,BEDCA,610
20496,Group 16,ACDEB,524
20497,Group 13,ECDAB,505
20498,Group 5,DBCEA,170
20499,Group 9,BCDAE,818
20500,Group 2,CEBAD,963
20501,Group 9,EABDC,357
20502,Group 17,BACED,653
20503,Group 19,CDEAB,605
20504,Group 14,DACBE,739
20505,Group 7,DBEAC,175
20506,Group 15,DABEC,457
20507,Group 11,ECBDA,525
20508,Group 15,CDBAE,393
20509,Group 16,EACBD,198
20510,Group 18,EDBCA,732
20511,Group 20,ABECD,684
20512,Group 5,ACEDB,983
20513,Group 1,ACDBE,392
20514,Group 13,BADEC,957
20515,Group 5,DABCE,659
20516,Group 4,BCAED,313
20517,Group 19,BECDA,1000
20518,Group 7,AEDCB,255
20519,Group 12,AEDBC,70
20520,Group 18,BEDCA,739
20521,Group 15,DCABE,751
20522,Group 1,ADCEB,472
20523,Group 4,DECAB,993
20524,Group 17,BECAD,29
20525,Group 19,EDABC,235
20526,Group 12,DCABE,48
20527,Group 1,EBDCA,44
20528,Group 7,CDBEA,352
20529,Group 1,DBECA,587
20530,Group 16,CEBAD,736
20531,Group 1,EDABC,890
20532,Group 4,EDCBA,772
20533,Group 10,DEABC,216
20534,Group 16,ADCEB,142
20535,Group 18,EDABC,522
20536,Group 5,AEBCD,353
20537,Group 14,ACDEB,319
20538,Group 19,BECAD,270
20539,Group 11,BECDA,927
20540,Group 3,AEDBC,138
20541,Group 13,AECBD,503
20542,Group 16,BDACE,340
20543,Group 7,DEABC,874
20544,Group 13,CEBDA,437
20545,Group 12,CEBDA,147
20546,Group 10,DCBEA,957
20547,Group 9,ABDEC,609
20548,Group 7,DBECA,632
20549,Group 7,DCEAB,829
20550,Group 3,BECAD,846
20551,Group 7,DCBEA,941
20552,Group 14,CDBAE,546
20553,Group 10,CEBAD,144
20554,Group 16,EBACD,104
20555,Group 14,DEBCA,43
20556,Group 2,CEBAD,83
20557,Group 18,BDECA,859
20558,Group 8,EBCAD,212
20559,Group 17,ADBCE,474
20560,Group 17,BECAD,653
20561,Group 18,BACDE,925
20562,Group 10,CEABD,38
20563,Group 4,EDBAC,758
20564,Group 6,DBCAE,745
20565,Group 1,DEACB,264
20566,Group 20,ADEBC,592
20567,Group 18,CBADE,367
20568,Group 17,DEACB,134
20569,Group 5,CAEBD,305
20570,Group 13,CABDE,759
20571,Group 16,CBDEA,483
20572,Group 4,ACEBD,801
20573,Group 20,ACDBE,834
20574,Group 2,BCEDA,159
20575,Group 7,ABCDE,910
20576,Group 18,DECAB,409
20577,Group 8,ABDCE,900
20578,Group 18,CABDE,444
20579,Group 17,CEABD,542
20580,Group 12,ABCED,96
20581,Group 3,DCAEB,476
20582,Group 8,ACBED,175
20583,Group 18,BEADC,312
20584,Group 4,ECBDA,293
20585,Group 11,BEDCA,871
20586,Group 4,BAEDC,751
20587,Group 14,AEDBC,24
20588,Group 10,DABEC,545
20589,Group 5,CAEDB,183
20590,Group 19,ABDEC,629
20591,Group 2,EDBCA,890
20592,Group 1,CDEBA,652
20593,Group 7,CDBAE,25
20594,Group 16,ECADB,327
20595,Group 4,CBEDA,182
20596,Group 20,ADBCE,163
20597,Group 3,CABED,327
20598,Group 2,AECBD,507
20599,Group 12,DEACB,433
20600,Group 11,DBECA,334
20601,Group 14,ADEBC,717
20602,Group 17,BACDE,212
20603,Group 6,AECDB,83
20604,Group 16,CAEDB,380
20605,Group 12,DAECB,380
20606,Group 20,DBACE,606
20607,Group 12,BADEC,63
20608,Group 6,EABCD,215
20609,Group 12,ECDAB,299
20610,Group 2,BDAEC,731
20611,Group 9,BAECD,828
20612,Group 12,BCEAD,989
20613,Group 16,AEDCB,332
20614,Group 6,DABCE,736
20615,Group 5,BECAD,740
20616,Group 7,DBEAC,574
20617,Group 11,BADCE,388
20618,Group 11,DEBCA,255
20619,Group 19,EDBAC,119
20620,Group 17,DBECA,61
20621,Group 5,DECAB,459
20622,Group 6,DACEB,450
20623,Group 11,ECBAD,517
20624,Group 13,CBDEA,415
20625,Group 10,CBEDA,811
20626,Group 6,CABDE,634
20627,Group 17,DEBCA,772
20628,Group 6,ABDCE,194
20629,Group 7,BACDE,806
20630,Group 7,BCAED,813
20631,Group 3,CBAED,209
20632,Group 4,BECAD,464
20633,Group 17,EACBD,977
20634,Group 5,ACDBE,595
20635,Group 12,AEDBC,403
20636,Group 6,CABED,984
20637,Group 14,CEBDA,557
20638,Group 18,ABCED,14
20639,Group 16,ABDCE,753
20640,Group 18,BCDEA,940
20641,Group 19,CBDEA,284
20642,Group 3,DCBAE,221
20643,Group 4,CADEB,261
20644,Group 5,DECAB,981
20645,Group 17,DCABE,216
20646,Group 18,ADCEB,371
20647,Group 10,BDEAC,670
20648,Group 13,ECBDA,563
20649,Group 18,BCAED,118
20650,Group 17,CDEAB,976
20651,Group 12,ACDBE,174
20652,Group 1,BAECD,111
20653,Group 10,BAEDC,557
20654,Group 13,ECDBA,917
20655,Group 20,EDBCA,859
20656,Group 6,CABDE,326
20657,Group 14,CDAEB,395
20658,Group 8,CDABE,829
20659,Group 10,CBDAE,428
20660,Group 3,ACDBE,282
20661,Group 3,DBEAC,800
20662,Group 16,ADEBC,574
20663,Group 19,CDAEB,130
20664,Group 14,ABEDC,286
20665,Group 12,ECDBA,244
20666,Group 16,ADECB,615
20667,Group 10,ADCEB,144
20668,Group 16,ADEBC,688
20669,Group 1,CEABD,290
20670,Group 5,CEADB,796
20671,Group 13,DCBAE,163
20672,Group 2,BDACE,801
20673,Group 6,DACEB,470
20674,Group 13,BDCEA,341
20675,Group 18,EBADC,759
20676,Group 14,AEBDC,437
20677,Group 11,CEADB,221
20678,Group 18,ABCED,59
20679,Group 2,ADCEB,910
20680,Group 15,CADBE,57
20681,Group 14,BDCAE,456
20682,Group 10,BAEDC,65
20683,Group 3,EDCBA,866
20684,Group 10,BDCAE,920
20685,Group 16,BDCEA,272
20686,Group 8,DCBEA,277
20687,Group 19,ABECD,460
20688,Group 20,DBEAC,201
20689,Group 2,BECAD,572
20690,Group 18,CEDBA,366
20691,Group 10,BAEDC,899
20692,Group 3,CAEBD,131
20693,Group 7,CBAED,495
20694,Group 4,CDBAE,356
20695,Group 14,BAEDC,336
20696,Group 4,CBEDA,44
20697,Group 15,BCDEA,635
20698,Group 4,AEBCD,364
20699,Group 14,EDCBA,138
20700,Group 16,EBACD,487
20701,Group 4,ABECD,413
20702,Group 19,ECADB,391
20703,Group 14,ADEBC,301
20704,Group 14,CDEBA,114
20705,Group 1,DBEAC,478
20706,Group 10,DBCEA,673
20707,Group 7,DCEAB,608
20708,Group 16,DABCE,798
20709,Group 19,CDEAB,607
20710,Group 3,BCEAD,127
20711,Group 10,CABDE,4
20712,Group 8,BDEAC,228
20713,Group 4,EBADC,121
20714,Group 6,ECBDA,161
20715,Group 16,DACEB,460
20716,Group 2,DEACB,989
20717,Group 11,DCABE,196
20718,Group 9,DCEBA,586
20719,Group 12,CEABD,585
20720,Group 6,CDEAB,340
20721,Group 17,CEDBA,9
20722,Group 18,ACEDB,744
20723,Group 15,ADEBC,637
20724,Group 14,BEDAC,760
20725,Group 4,CBEAD,877
20726,Group 15,BADCE,841
20727,Group 2,CDABE,760
20728,Group 6,BECDA,465
20729,Group 14,EBACD,431
20730,Group 17,BDACE,847
20731,Group 3,BCAED,623
20732,Group 19,BCAED,996
20733,Group 4,CABED,972
20734,Group 11,EADCB,108
20735,Group 15,CBEDA,360
20736,Group 3,DECBA,514
20737,Group 3,BCEAD,747
20738,Group 9,CABED,801
20739,Group 15,DABCE,512
20740,Group 15,DBCEA,570
20741,Group 10,AECDB,472
20742,Group 1,DCBAE,886
20743,Group 7,DBCAE,843
20744,Group 17,CADEB,663
20745,Group 4,EBADC,832
20746,Group 16,DCEAB,382
20747,Group 18,BDEAC,777
20748,Group 9,CBEAD,566
20749,Group 3,ADCBE,679
20750,Group 11,DBECA,472
20751,Group 4,CEDAB,310
20752,Group 2,ACBED,819
20753,Group 3,BEDCA,642
20754,Group 17,BECAD,291
20755,Group 4,ECABD,389
20756,Group 9,BADCE,656
20757,Group 19,DEACB,268
20758,Group 8,CADBE,664
20759,Group 13,EBACD,366
20760,Group 5,DCABE,807
20761,Group 13,ACBED,508
20762,Group 19,EBCAD,73
20763,Group 12,EDCAB,578
20764,Group 3,ACDBE,622
20765,Group 9,DABCE,916
20766,Group 14,AEBDC,55
20767,Group 11,CADEB,156
20768,Group 14,CDEAB,156
20769,Group 14,BDEAC,815
20770,Group 14,CABDE,481
20771,Group 2,DEBCA,782
20772,Group 19,CABED,857
20773,Group 19,ABECD,3
20774,Group 17,BDEAC,616
20775,Group 3,CBAED,1
20776,Group 5,EABCD,875
20777,Group 18,BDAEC,710
20778,Group 17,DCEBA,1
20779,Group 12,BDEAC,907
20780,Group 16,AECBD,286
20781,Group 15,EABDC,467
20782,Group 16,ACEBD,173
20783,Group 19,DCEAB,901
20784,Group 17,ABDCE,454
20785,Group 1,CDBAE,909
20786,Group 8,BEACD,332
20787,Group 12,ECADB,870
20788,Group 5,DCAEB,748
20789,Group 1,BDCEA,794
20790,Group 1,ACEDB,394
20791,Group 11,BCDEA,582
20792,Group 10,CEDBA,1
20793,Group 18,CDABE,146
20794,Group 4,EBADC,65
20795,Group 4,DBECA,901
20796,Group 2,EBADC,799
20797,Group 15,EDBAC,460
20798,Group 19,BDACE,647
20799,Group 9,DAEBC,126
20800,Group 11,BADCE,459
20801,Group 5,AECBD,35
20802,Group 19,BAECD,501
20803,Group 9,DECAB,318
20804,Group 10,DBECA,783
20805,Group 14,DBECA,511
20806,Group 18,AECBD,947
20807,Group 6,ECDAB,66
20808,Group 16,BDCAE,592
20809,Group 19,BCEAD,900
20810,Group 7,ABECD,539
20811,Group 16,CDEAB,62
20812,Group 3,DBACE,325
20813,Group 17,DACBE,200
20814,Group 12,BDACE,581
20815,Group 12,ECADB,494
20816,Group 17,ADEBC,364
20817,Group 12,ADEBC,593
20818,Group 17,EACBD,487
20819,Group 14,BCDEA,465
20820,Group 9,CDBAE,642
20821,Group 2,ADBEC,876
20822,Group 9,ACEBD,798
20823,Group 12,ECDBA,725
20824,Group 15,DACBE,846
20825,Group 9,EBADC,851
20826,Group 2,AECBD,281
20827,Group 18,CABDE,797
20828,Group 1,EACBD,283
20829,Group 2,CEDAB,239
20830,Group 1,ECADB,103
20831,Group 8,CABDE,99
20832,Group 4,CAEBD,35
20833,Group 15,BCDAE,433
20834,Group 19,ABDEC,527
20835,Group 4,ACEDB,520
20836,Group 14,CEADB,997
20837,Group 8,BCEDA,146
20838,Group 16,CADEB,311
20839,Group 6,DAECB,490
20840,Group 17,BCDAE,669
20841,Group 20,DACBE,479
20842,Group 15,CDAEB,161
20843,Group 19,DABCE,406
20844,Group 9,EBCDA,449
20845,Group 19,ACDEB,500
20846,Group 3,DACEB,66
20847,Group 6,ACBED,706
20848,Group 4,CBDAE,12
20849,Group 6,BECAD,355
20850,Group 2,CDABE,160
20851,Group 18,BDACE,606
20852,Group 9,DBAEC,781
20853,Group 1,BDCAE,192
20854,Group 4,CBEAD,299
20855,Group 15,AECBD,541
20856,Group 15,EADBC,784
20857,Group 20,ECDAB,412
20858,Group 20,EBADC,248
20859,Group 20,ACDBE,909
20860,Group 13,AEDBC,316
20861,Group 18,DBACE,754
20862,Group 2,ACEDB,869
20863,Group 6,CDEAB,598
20864,Group 14,DBEAC,987
20865,Group 3,ECBDA,506
20866,Group 6,DBCAE,498
20867,Group 11,BDECA,283
20868,Group 16,DCAEB,5
20869,Group 16,ECBDA,608
20870,Group 10,EADCB,20
20871,Group 2,CDABE,15
20872,Group 3,CBDAE,210
20873,Group 3,CDABE,99
20874,Group 8,AEDBC,471
20875,Group 15,EDCBA,587
20876,Group 2,CEADB,667
20877,Group 8,DBECA,299
20878,Group 5,ABDEC,944
20879,Group 1,ADBCE,318
20880,Group 1,CBDAE,407
20881,Group 15,ADEBC,253
20882,Group 7,DBAEC,716
20883,Group 1,DBEAC,831
20884,Group 10,DEACB,537
20885,Group 10,EABDC,826
20886,Group 1,CAEBD,530
20887,Group 8,ABCED,226
20888,Group 9,ADBCE,897
20889,Group 19,BCADE,399
20890,Group 11,DECBA,135
20891,Group 16,EDCBA,129
20892,Group 11,BAECD,913
20893,Group 10,EACBD,287
20894,Group 8,CDEAB,812
20895,Group 3,ACBDE,455
20896,Group 12,DCBAE,762
20897,Group 20,ABECD,891
20898,Group 1,BDCAE,916
20899,Group 19,ADBCE,148
20900,Group 13,DEACB,450
20901,Group 20,EDBCA,608
20902,Group 7,ECDAB,106
20903,Group 8,BDCEA,390
20904,Group 9,EADCB,437
20905,Group 9,BDACE,813
20906,Group 20,DEBAC,677
20907,Group 7,CBAED,33
20908,Group 11,AEDBC,235
20909,Group 10,BEDAC,956
20910,Group 5,AEBCD,198
20911,Group 1,BACDE,194
20912,Group 14,CAEBD,50
20913,Group 17,BCDEA,724
20914,Group 19,ADCEB,167
20915,Group 16,BADCE,619
20916,Group 6,ADECB,502
20917,Group 5,ABDCE,527
20918,Group 11,CDBAE,212
20919,Group 13,ABDEC,778
20920,Group 8,ABCDE,878
20921,Group 9,BEDCA,588
20922,Group 17,EACBD,351
20923,Group 5,ECDAB,179
20924,Group 18,ADEBC,531
20925,Group 16,ACEBD,288
20926,Group 13,EDBAC,59
20927,Group 20,BDCAE,284
20928,Group 11,EABDC,987
20929,Group 13,CDEBA,176
20930,Group 19,DCBEA,563
20931,Group 10,BAECD,68
20932,Group 14,CDEBA,661
20933,Group 8,CEBDA,52
20934,Group 8,EADBC,652
20935,Group 10,CBAED,204
20936,Group 2,EABDC,218
20937,Group 15,AECBD,436
20938,Group 11,ECABD,784
20939,Group 15,EBCDA,325
20940,Group 17,DBAEC,358
20941,Group 11,BDCEA,11
20942,Group 13,BCEAD,539
20943,Group 10,ADCBE,119
20944,Group 13,ACBED,742
20945,Group 10,EADBC,419
20946,Group 10,ADECB,22
20947,Group 9,ACBED,923
20948,Group 18,ADECB,595
20949,Group 16,DAECB,329
20950,Group 20,DBCAE,699
20951,Group 18,DCAEB,860
20952,Group 11,DBCAE,513
20953,Group 4,DCEAB,256
20954,Group 5,EADBC,796
20955,Group 18,CDBAE,958
20956,Group 9,ADBEC,580
20957,Group 13,EDCBA,77
20958,Group 19,DEBCA,122
20959,Group 16,BECDA,416
20960,Group 12,ECBAD,843
20961,Group 9,EBDAC,688
20962,Group 4,ACDBE,314
20963,Group 1,AEDCB,28
20964,Group 17,AECDB,972
20965,Group 4,EBADC,89
20966,Group 15,CADEB,122
20967,Group 12,DECAB,356
20968,Group 3,ABECD,682
20969,Group 6,CEBDA,115
20970,Group 2,EDACB,774
20971,Group 2,CAEBD,827
20972,Group 4,CADEB,440
20973,Group 14,ACDBE,92
20974,Group 2,EACBD,489
20975,Group 2,EDBAC,65
20976,Group 20,EBDAC,12
20977,Group 6,EABDC,91
20978,Group 16,EADBC,374
20979,Group 15,ADECB,718
20980,Group 7,CEDBA,654
20981,Group 13,EBADC,572
20982,Group 14,DEBAC,419
20983,Group 4,AEDBC,502
20984,Group 15,ECDAB,520
20985,Group 4,DCBEA,865
20986,Group 8,DBCEA,615
20987,Group 19,EBDCA,657
20988,Group 20,BCEAD,798
20989,Group 16,DCBAE,657
20990,Group 9,DBCAE,414
20991,Group 20,BDCEA,994
20992,Group 11,ADECB,611
20993,Group 18,DCABE,873
20994,Group 5,DBACE,749
20995,Group 12,CABED,347
20996,Group 1,CEBAD,667
20997,Group 4,BDAEC,131
20998,Group 8,BADEC,171
20999,Group 13,AEBCD,458
21000,Group 4,EADCB,306
21001,Group 3,ABEDC,905
21002,Group 9,ECABD,754
21003,Group 10,AEDCB,3
21004,Group 13,EBACD,306
21005,Group 9,EBCAD,984
21006,Group 20,EDABC,8
21007,Group 20,ECADB,365
21008,Group 5,BAEDC,327
21009,Group 6,AEDBC,220
21010,Group 6,ACDEB,330
21011,Group 17,DEBAC,37
21012,Group 19,CEBDA,37
21013,Group 19,DAEBC,686
21014,Group 13,DEBCA,814
21015,Group 19,DBCEA,973
21016,Group 17,ABCED,94
21017,Group 15,ADBEC,547
21018,Group 16,CADBE,341
21019,Group 11,CADBE,1000
21020,Group 1,BDCAE,516
21021,Group 9,AECDB,395
21022,Group 1,ADBCE,935
21023,Group 3,BDACE,505
21024,Group 3,DAECB,784
21025,Group 17,EACBD,250
21026,Group 20,ACEDB,849
21027,Group 8,ABCDE,201
21028,Group 6,BEADC,89
21029,Group 10,DCBAE,859
21030,Group 9,AEBDC,384
21031,Group 3,ECABD,539
21032,Group 16,EABDC,691
21033,Group 13,ACBDE,503
21034,Group 20,CDEBA,310
21035,Group 2,CDBAE,19
21036,Group 4,EADCB,384
21037,Group 11,ABCDE,822
21038,Group 12,EBADC,172
21039,Group 10,ECABD,897
21040,Group 12,BCAED,671
21041,Group 6,CBADE,774
21042,Group 3,ADBCE,104
21043,Group 11,BDCEA,263
21044,Group 5,EDACB,245
21045,Group 1,BADEC,714
21046,Group 8,EBDCA,527
21047,Group 1,DEACB,383
21048,Group 11,BEACD,612
21049,Group 2,CADBE,187
21050,Group 8,ACDBE,152
21051,Group 9,BEDAC,769
21052,Group 13,EABCD,850
21053,Group 12,ACDBE,875
21054,Group 1,ABDEC,469
21055,Group 7,DACEB,175
21056,Group 14,EABDC,779
21057,Group 3,CABDE,245
21058,Group 4,DABEC,113
21059,Group 18,CDBEA,99
21060,Group 20,CBDEA,599
21061,Group 5,EBCDA,565
21062,Group 14,ADEBC,998
21063,Group 15,DACBE,802
21064,Group 1,BCDAE,572
21065,Group 3,ACDEB,390
21066,Group 2,DACEB,101
21067,Group 10,ADBCE,133
21068,Group 7,EBACD,977
21069,Group 5,AEDCB,728
21070,Group 3,ACEBD,620
21071,Group 6,DBEAC,267
21072,Group 15,AEDCB,407
21073,Group 3,BECDA,414
21074,Group 18,EBACD,818
21075,Group 16,ACDBE,239
21076,Group 9,BDACE,533
21077,Group 18,CDABE,790
21078,Group 5,BADEC,24
21079,Group 17,EDCAB,73
21080,Group 16,DEBCA,719
